M,N,K,AlgorithmID,AverageTimeMs,ThroughputTOPS
704,13824,2560,8,0.119944,415.431
704,13824,2560,9,0.120618,413.109
704,13824,2560,10,0.149909,332.39
704,13824,2560,11,0.14415,345.67
704,13824,2560,12,0.105028,474.427
704,13824,2560,13,0.132108,377.177
704,13824,2560,14,0.14643,340.288
704,13824,2560,15,0.159631,312.146
704,13824,2560,16,0.194288,256.467
704,13824,2560,17,0.215879,230.816
704,13824,2560,18,0.201662,247.089
704,13824,2560,19,0.281323,177.122
704,13824,2560,20,0.233934,213.002
704,13824,2560,21,0.295448,168.653
704,13824,2560,22,0.253924,196.234

704,2560,6912,0,0.0762973,326.541
704,2560,6912,1,0.0674707,369.259
704,2560,6912,2,0.0773475,322.107
704,2560,6912,3,0.0663267,375.628
704,2560,6912,4,0.0693677,359.161
704,2560,6912,5,0.0830522,299.982
704,2560,6912,6,0.0609562,408.723
704,2560,6912,7,0.0795053,313.365
704,2560,6912,8,0.0760336,327.673
704,2560,6912,9,0.0838582,297.099
704,2560,6912,10,0.0844349,295.07
704,2560,6912,11,0.0832432,299.294
704,2560,6912,12,0.0762768,326.628
704,2560,6912,13,0.0715929,347.998
704,2560,6912,14,0.080855,308.134
704,2560,6912,15,0.0912618,272.997
704,2560,6912,16,0.0968797,257.166
704,2560,6912,17,0.112781,220.908
704,2560,6912,18,0.0963757,258.511
704,2560,6912,19,0.119429,208.61
704,2560,6912,20,0.127242,195.802
704,2560,6912,21,0.130449,190.988
704,2560,6912,22,0.122289,203.732

768,2560,2560,0,0.0470243,214.066
768,2560,2560,1,0.0417792,240.941
768,2560,2560,2,0.0482256,208.734
768,2560,2560,3,0.0401168,250.926
768,2560,2560,4,0.0406794,247.455
768,2560,2560,5,0.0426448,236.051
768,2560,2560,6,0.03352,300.308
768,2560,2560,7,0.0377229,266.849
768,2560,2560,8,0.038568,261.002
768,2560,2560,9,0.0446179,225.612
768,2560,2560,10,0.0431392,233.345
768,2560,2560,11,0.0396938,253.6
768,2560,2560,12,0.0392531,256.447
768,2560,2560,13,0.0386544,260.419
768,2560,2560,14,0.0413917,243.197
768,2560,2560,15,0.0457994,219.792
768,2560,2560,16,0.0484717,207.674
768,2560,2560,17,0.0542134,185.68
768,2560,2560,18,0.0486198,207.042
768,2560,2560,19,0.0652224,154.339
768,2560,2560,20,0.0604265,166.588
768,2560,2560,21,0.0702458,143.302
768,2560,2560,22,0.059056,170.454

768,3840,2560,0,0.0524819,287.708
768,3840,2560,1,0.0472525,319.549
768,3840,2560,2,0.0592509,254.84
768,3840,2560,3,0.0455482,331.506
768,3840,2560,4,0.0464707,324.925
768,3840,2560,5,0.0472234,319.746
768,3840,2560,6,0.0348582,433.169
768,3840,2560,7,0.0444422,339.755
768,3840,2560,8,0.042145,358.275
768,3840,2560,9,0.0488589,309.043
768,3840,2560,10,0.0567427,266.105
768,3840,2560,11,0.0552218,273.434
768,3840,2560,12,0.0422816,357.117
768,3840,2560,13,0.0515949,292.655
768,3840,2560,14,0.0552189,273.448
768,3840,2560,15,0.0609894,247.576
768,3840,2560,16,0.0662893,227.782
768,3840,2560,17,0.075311,200.495
768,3840,2560,18,0.0671414,224.891
768,3840,2560,19,0.092233,163.71
768,3840,2560,20,0.0833175,181.228
768,3840,2560,21,0.0994077,151.895
768,3840,2560,22,0.0822138,183.661

768,13824,2560,0,0.137074,396.561
768,13824,2560,1,0.132914,408.973
768,13824,2560,2,0.161967,335.613
768,13824,2560,3,0.134633,403.75
768,13824,2560,4,0.134103,405.346
768,13824,2560,5,0.129079,421.124
768,13824,2560,6,0.0892534,609.032
768,13824,2560,7,0.118613,458.28
768,13824,2560,8,0.122636,443.246
768,13824,2560,9,0.129639,419.304
768,13824,2560,10,0.155757,348.994
768,13824,2560,11,0.15273,355.911
768,13824,2560,12,0.109084,498.316
768,13824,2560,13,0.141832,383.258
768,13824,2560,14,0.150733,360.626
768,13824,2560,15,0.169976,319.8
768,13824,2560,16,0.207979,261.364
768,13824,2560,17,0.233051,233.246
768,13824,2560,18,0.216736,250.804
768,13824,2560,19,0.302257,179.841
768,13824,2560,20,0.251572,216.074
768,13824,2560,21,0.318158,170.853
768,13824,2560,22,0.256364,212.036

768,2560,6912,0,0.0812141,334.66
768,2560,6912,1,0.072273,376.062
768,2560,6912,2,0.0859344,316.277
768,2560,6912,3,0.0694688,391.242
768,2560,6912,4,0.0703597,386.288
768,2560,6912,5,0.0878013,309.552
768,2560,6912,6,0.0616128,441.127
768,2560,6912,7,0.0800973,339.326
768,2560,6912,8,0.0785488,346.015
768,2560,6912,9,0.0943971,287.923
768,2560,6912,10,0.0872838,311.387
768,2560,6912,11,0.0871389,311.905
768,2560,6912,12,0.0769392,353.254
768,2560,6912,13,0.0778083,349.308
768,2560,6912,14,0.0876371,310.132
768,2560,6912,15,0.0989168,274.767
768,2560,6912,16,0.100582,270.217
768,2560,6912,17,0.120151,226.207
768,2560,6912,18,0.103261,263.207
768,2560,6912,19,0.126006,215.697
768,2560,6912,20,0.13534,200.821
768,2560,6912,21,0.136759,198.738
768,2560,6912,22,0.124038,219.118

832,2560,2560,0,0.0478122,228.084
832,2560,2560,1,0.0418458,260.604
832,2560,2560,2,0.0488147,223.4
832,2560,2560,3,0.040608,268.548
832,2560,2560,4,0.0412458,264.395
832,2560,2560,5,0.0445622,244.718
832,2560,2560,6,0.0348256,313.137
832,2560,2560,7,0.0407949,267.318
832,2560,2560,8,0.04016,271.544
832,2560,2560,9,0.0446899,244.019
832,2560,2560,10,0.0459552,237.3
832,2560,2560,11,0.0424774,256.729
832,2560,2560,12,0.0407882,267.362
832,2560,2560,13,0.0425853,256.079
832,2560,2560,14,0.0453952,240.228
832,2560,2560,15,0.0498205,218.89
832,2560,2560,16,0.0537104,203.037
832,2560,2560,17,0.0597274,182.583
832,2560,2560,18,0.052313,208.461
832,2560,2560,19,0.072863,149.667
832,2560,2560,20,0.0653827,166.79
832,2560,2560,21,0.0773872,140.917
832,2560,2560,22,0.0695062,156.895

832,3840,2560,0,0.0527814,309.915
832,3840,2560,1,0.0504346,324.337
832,3840,2560,2,0.0622438,262.802
832,3840,2560,3,0.0465443,351.445
832,3840,2560,4,0.04784,341.927
832,3840,2560,5,0.0485606,336.853
832,3840,2560,6,0.0362186,451.641
832,3840,2560,7,0.0450435,363.155
832,3840,2560,8,0.0435654,375.476
832,3840,2560,9,0.0575981,283.999
832,3840,2560,10,0.0579366,282.339
832,3840,2560,11,0.0585878,279.201
832,3840,2560,12,0.0406154,402.749
832,3840,2560,13,0.0524966,311.597
832,3840,2560,14,0.0564278,289.889
832,3840,2560,15,0.062673,261.002
832,3840,2560,16,0.0704778,232.099
832,3840,2560,17,0.078921,207.268
832,3840,2560,18,0.0705123,231.985
832,3840,2560,19,0.0995584,164.303
832,3840,2560,20,0.0858806,190.471
832,3840,2560,21,0.102636,159.377
832,3840,2560,22,0.088785,184.24

832,13824,2560,0,0.147857,398.277
832,13824,2560,1,0.146094,403.084
832,13824,2560,2,0.174009,338.419
832,13824,2560,3,0.14775,398.566
832,13824,2560,4,0.14838,396.874
832,13824,2560,5,0.143114,411.476
832,13824,2560,6,0.109958,535.551
832,13824,2560,7,0.140627,418.754
832,13824,2560,8,0.136527,431.328
832,13824,2560,9,0.147244,399.934
832,13824,2560,10,0.17254,341.3
832,13824,2560,11,0.165236,356.387
832,13824,2560,12,0.120196,489.933
832,13824,2560,13,0.151974,387.488
832,13824,2560,14,0.167542,351.481
832,13824,2560,15,0.184548,319.094
832,13824,2560,16,0.229156,256.978
832,13824,2560,17,0.25335,232.437
832,13824,2560,18,0.238202,247.219
832,13824,2560,19,0.329079,178.948
832,13824,2560,20,0.270805,217.455
832,13824,2560,21,0.342004,172.185
832,13824,2560,22,0.290966,202.388

832,2560,6912,0,0.0819587,359.254
832,2560,6912,1,0.0706528,416.742
832,2560,6912,2,0.0879418,334.813
832,2560,6912,3,0.0687184,428.473
832,2560,6912,4,0.0707504,416.167
832,2560,6912,5,0.0925949,317.988
832,2560,6912,6,0.0614544,479.12
832,2560,6912,7,0.0802186,367.047
832,2560,6912,8,0.0800016,368.043
832,2560,6912,9,0.0887568,331.738
832,2560,6912,10,0.0873645,337.025
832,2560,6912,11,0.0881949,333.852
832,2560,6912,12,0.076361,385.59
832,2560,6912,13,0.0789984,372.717
832,2560,6912,14,0.0882522,333.635
832,2560,6912,15,0.101899,288.954
832,2560,6912,16,0.10255,287.119
832,2560,6912,17,0.123063,239.26
832,2560,6912,18,0.105788,278.331
832,2560,6912,19,0.135326,217.578
832,2560,6912,20,0.140534,209.515
832,2560,6912,21,0.149613,196.801
832,2560,6912,22,0.143061,205.815

896,2560,2560,0,0.0488771,240.277
896,2560,2560,1,0.0413181,284.235
896,2560,2560,2,0.0506454,231.888
896,2560,2560,3,0.0439274,267.352
896,2560,2560,4,0.0423946,277.018
896,2560,2560,5,0.0438544,267.796
896,2560,2560,6,0.0337366,348.11
896,2560,2560,7,0.0398845,294.452
896,2560,2560,8,0.0402483,291.79
896,2560,2560,9,0.0451351,260.198
896,2560,2560,10,0.0463264,253.507
896,2560,2560,11,0.0471066,249.308
896,2560,2560,12,0.0406246,289.087
896,2560,2560,13,0.0416608,281.897
896,2560,2560,14,0.0450816,260.507
896,2560,2560,15,0.0491859,238.769
896,2560,2560,16,0.0572205,205.242
896,2560,2560,17,0.0624781,187.971
896,2560,2560,18,0.0556224,211.139
896,2560,2560,19,0.0759296,154.67
896,2560,2560,20,0.068336,171.857
896,2560,2560,21,0.0792064,148.271
896,2560,2560,22,0.068464,171.536

896,3840,2560,0,0.0552934,318.593
896,3840,2560,1,0.0522448,337.183
896,3840,2560,2,0.062833,280.364
896,3840,2560,3,0.0472467,372.853
896,3840,2560,4,0.0477325,369.058
896,3840,2560,5,0.0488086,360.921
896,3840,2560,6,0.0362883,485.448
896,3840,2560,7,0.0458064,384.577
896,3840,2560,8,0.0431661,408.1
896,3840,2560,9,0.0572278,307.824
896,3840,2560,10,0.0586905,300.152
896,3840,2560,11,0.0594317,296.409
896,3840,2560,12,0.0425654,413.859
896,3840,2560,13,0.0533587,330.144
896,3840,2560,14,0.057768,304.945
896,3840,2560,15,0.0632886,278.345
896,3840,2560,16,0.0744726,236.544
896,3840,2560,17,0.0854685,206.112
896,3840,2560,18,0.0742454,237.268
896,3840,2560,19,0.105742,166.595
896,3840,2560,20,0.0932454,188.922
896,3840,2560,21,0.111066,158.609
896,3840,2560,22,0.0926224,190.192

896,13824,2560,0,0.15466,410.048
896,13824,2560,1,0.150978,420.047
896,13824,2560,2,0.179547,353.211
896,13824,2560,3,0.159163,398.446
896,13824,2560,4,0.160543,395.022
896,13824,2560,5,0.148229,427.836
896,13824,2560,6,0.112598,563.222
896,13824,2560,7,0.144581,438.632
896,13824,2560,8,0.14025,452.179
896,13824,2560,9,0.148884,425.955
896,13824,2560,10,0.177875,356.53
896,13824,2560,11,0.175115,362.149
